,0
4841,"Количество заболевших COVID-19 в мире достигло 127 млн человек, для 2,78 млн жителей планеты эта болезнь оказалась смертельной. В Московской области выявлено 231 121 случай заболевания коронавирусной инфекцией. Скончались 5 414 человек.\n\nПодробнее: "
4842,В Сургуте закрывают крупнейший госпиталь для пациентов с COVID-19 
4843,В Африке более 34 тысяч человек скончались от COVID-19 
4844,Байден требует расследовать версию о лабораторном происхождении Covid-19 
4845,"Россия проиграла войну с коронавирусом? В Европе снимают ограничения, а отечественная статистика бьет печальные рекорды\n#Россия #Швеция #Португалия #коронавирус #Путин #Турция #Эрдоган #самоизоляция #COVID19\n "
4846,COVID-19 повышает риск депрессии 
4847,"В Москве COVID-19 за последние сутки заразились почти 3500 человек. Это максимальный прирост заболевших за последние восемь дней. Ранее Собянин говорил, что столица «прошла пики» распространения вируса\n "
4848,Врачи заявили о критическом состоянии больного COVID-19 Валерия Гаркалина\n\n 
4849, МИН.ОБОРОНЫ РФ\nПрием пациентов с первичными признаками COVID-19 в мобильном военном госпитале в Хакасии 
4850,Витамин B6 помогает сдерживать цитокиновый шторм COVID-19\n 
4851,КОВИД-19 өвчилсөн хүн эдгэрэх буюу өвчний шинж бүрэн алга болсон үед вакциныг заавал тодорхой хугацаа хүлээхгүйгээр хийлгэх нь зүйтэй талаар зөвлөж байна. 3 сар эсхүл 6 сар гэж байгаа улсуудын хувьд хангальын асуудал бас нөлөөлж тийн шийдвэр гаргаж байгаа.А 
4852,Возвращение к нормальной жизни: создатель вакцины от COVID-19 сделал громкое заявление\n 
4853,"Гинцбург предупредил об опасности распространения COVID-19 среди животных. Он считает, что инфекция будет только ""эволюционировать""\n "
4854,За сутки от COVID-19 в РФ скончались 792 человека\n\n 
4855,Азербайджан – лидер по уровню вакцинации от COVID-19 в СНГ\n\n #Баку #коронавирус #COVID19 #koronavirus #вакцина #пандемия #дезинфекция #вирус #TƏBİB #карантин #вакцинация #cbcaz #aztwi
4856,На оккупированных территориях Донецкой области растет число заболеваний COVID-19\n 
4857,"New York Times:Ковидын үед “Нөхцөл байдал дэнжигнэж байхад өөрсөддөө ашигтайгаар эргүүлж чадсан Монголчуудын чадвар”гэж.\n\nЯах аргагүй шинэ Ерөнхий сайд Оюун-Эрдэнийн үнэлэгдэх ёстой гадаад бодлогын үр дүн.(талцах хэрэггүй,гадаад бодлогодоо Монгол улс нэг) \n "
4858,"COVID-19 в Крыму: за сутки 32 заболевших, 14 выздоровевших, 1 скончавшийся. "
4859,"Правительство готовится открыть Лиго? кумулятивная заболеваемость Covid-19 за две недели составит менее 100 случаев на 100000 жителей, то планируется ввести послабления для работы террас кафе, магазинов, а также для частных и более ... "
4860,От COVID-19 в мире умерло более 730 тыс. человек 
4861,"ну и жесть ону маны айарга фантазията да элбэх ди, кыбыстыбат даганы ду инд арай кырдьык ыалдьа сытар уьу да "
4862,"account has been withheld in Portugal, Finland, Sweden, Ireland, Slovenia, Czech Republic, Poland, Slovakia, Hungary, Italy, Malta, Germany, Greece, Romania, Netherlands, Bulgaria, Austria, Luxembourg, Latvia, United Kingdom, Denmark, Lithuania, Croatia, Estonia, Cyprus, France, Spain, Belgium in response to a legal demand. Learn more."
4863,"account has been withheld in Portugal, Finland, Sweden, Ireland, Slovenia, Czech Republic, Poland, Slovakia, Hungary, Italy, Malta, Germany, Greece, Romania, Netherlands, Bulgaria, Austria, Luxembourg, Latvia, United Kingdom, Denmark, Lithuania, Croatia, Estonia, Cyprus, France, Spain, Belgium in response to a legal demand. Learn more."
4864,"Масштабная вакцинация от COVID-19 в России началась в декабре прошлого года,она продолжалась и в период январских праздников,но лишь по приоритетным категориям населения,подверженным наибольшему риску заражения.В настоящее время в России уже официально зарегистрированы вакцины =&gt; "
4865,"account has been withheld in Portugal, Finland, Sweden, Ireland, Slovenia, Czech Republic, Poland, Slovakia, Hungary, Italy, Malta, Germany, Greece, Romania, Netherlands, Bulgaria, Austria, Luxembourg, Latvia, United Kingdom, Denmark, Lithuania, Croatia, Estonia, Cyprus, France, Spain, Belgium in response to a legal demand. Learn more."
4866,Ученые выявили связь группы крови с уязвимостью к COVID-19\n 
4867,"Расхваленное «Вестями недели» «новое отечественное лекарство» от COVID-19 давно известно, неэффективно и токсично "
4868,В 21 районе Нижегородской области не зарегистрированы новые случаи COVID-19 
4869,Ученые: бессимптомные носители COVID-19 оказались незаразны\n 
4870,Опасная вакцина? Новосибирцы заявили о массовом заражении COVID-19 после испытания «ЭпиВакКороны» - Новости - 
4871,В Центре Гамалеи рассказали о тесте на поддельную прививку от COVID-19\n 
4872,В России за сутки госпитализировали 17 201 человека с COVID-19 
4873,"За 16/11/21: #орло vs #covid19 +146= 20096, ещё 17 человек умерли (всего ""официально"" 2777 летальных случаев), уровень смертности - 13.8% (мировой - 2.0%, по Украине - 2.4%) "
4874,COVID-19 в Севастополе. Ситуация осложняется 
4875,В Молдове за сутки у 535 человек выявили коронавирус. Умерли 24 пациента с COVID-19 
4876, Статистика по заболеваемости COVID-19 в России за последние сутки\n\nПодробнее: 
4877,Оперштаб: за сутки в Югре зарегистрировано 2 808 новых случаев COVID-19 
4878,Дэлхий дээрх улс орны авч хэрэгжүүлж буй арга хэмжээг харьцуулая гэвэл дата нь бгам бн\n 
4879,"Суточный прирост новых случаев Covid-19 в Литве - 460, умерли восемь человек "
4880,Первый продюсер Натали умер после заражения COVID-19
4881,Британская разведка считает правдоподобной версию об утечке COVID-19 из китайской лаборатории\n\nОб этом пишет The Sunday Times со ссылкой на источники в спецслужбах Соединенного Королевства. Новые выводы были сделаны совсем недавно. \n\n 
4882,"account has been withheld in Portugal, Finland, Sweden, Ireland, Slovenia, Czech Republic, Poland, Slovakia, Hungary, Italy, Malta, Germany, Greece, Romania, Netherlands, Bulgaria, Austria, Luxembourg, Latvia, United Kingdom, Denmark, Lithuania, Croatia, Estonia, Cyprus, France, Spain, Belgium in response to a legal demand. Learn more."
4883,"Президент России Владимир Путин рассказал, что после вакцинации от COVID-19 в целях предосторожности оставил градусник на тумбочке перед сном: \n "
4884,В Одесской области за сутки выявили 64 случая COVID-19 Наш телеграм канал: #Одеса #Одесса #Odesa #Odessa #Україна #Украина #Ukraine
4885,харин Нэг айл Нэг хамарнаас үүсэл гарал тодорхойгүй COVID-19 олоод байгаан бишүү. гэж ойлгож байгаа...
4886," В Петербурге возобновляется проект «Подвези врача».\n\nВ последние дни число вызовов медиков на дом, в том числе на выездные ПЦР-тесты и прививки, увеличилось. Если в обычное время у врачей по 5-7 вызовов день, то сейчас – 25-30. \n\n#coronavirus #коронавирус "
4887,"Уверен, что бабки-санитарки из приёмного отделения, корыстно бравшие в течение недели передачи для покойника, никогда не читали материалы журнала Огонёк о вертухаях НКВД 1937, принимавших передачи для расстрелянных,но инстинктивно поступали также: дети и внуки Швондера и Шарикова "
4888,"Неожиданный поворот: Билл Гейтс заразился COVID-19\n\nВ последнее время всё реже можно найти новость, связанную с коронавирусом, которая могла бы по-настоящему удивить. Но всё изменил Билл Гейтс. "
4889,РФ и Китай подали заявку на регистрацию совместной вакцины от COVID-19 
4890,Минздравом РФ определен порядок действий в случае бессимптомного или легкого течения COVID-19 и ОРВИ у детей\n 
4891,В Ейском районе за прошедшие сутки зафиксировано пять новых случаев COVID-19 #Ейск #Ейск24 #COVID19 #коронавирусЕйск #медицинаЕйска 
4892,"Центр Гамалеи Разработал тест на наличие в крови антител к мембранному белку аденовируса Ad26, который позволит убедиться в том, что человек действительно прошел вакцинацию от COVID-19"
4893,COVID-19 заболели еще 188 человек\n 
4894,COVID-19: смертность населения Одесской области в 2020 году превысила среднюю за предыдущие пять лет #Одеса #Одесса #Odesa #Odessa #Україна #Украина #Ukraine #карантин #коронавирус #coronavirus #коронавірус #covid19
4895,В Нидерландах после вакцинации от COVID-19 умерли 15 пожилых людей 
4896,"Коронавирус в Палестинской автономии: за сутки выявлено около 1000 заразившихся, 17 больных COVID-19 умерли "
4897,"Сегодня ночью от Covid-19 умер мой коллега.Вчера днём я разговаривала с ним по телефону.36 лет,хирург от бога,двое детей,младшему 3 мес.Жена и дети тоже больны.Жена в тяжёлом состоянии,дети бессимптомно."
4898,"1. Спонтанный минитред. При всех уже имеющихся вакцинах от COVID-19 напомню, что в ближайшие недели апреля ожидаются результаты 3-ей фазы mRNA-вакцины фирмы CureVac. \nРасскажу коротко, почему именно эта фирма так же заслуживает особого внимания. "
4899,В США выявлены первые случаи заражения норок COVID-19\n 
4900,"Гал түймрийн утаа COVID-н 1000, 1000 нас баралтанд нөлөөлсөн бж магадгүй гэнэ. "
4901,"Пандемия обошлась Generalitat более чем в 2 741 млн евро В общей сложности 2741,4 миллиона евро: это сумма, которую Женералитат Валенсии выделил на борьбу с covid-19 за два года пандемии, расходы, которые большинство (72%) взяли ... далее..."
4902,В Курганской области за сутки выявлено более 100 новых случаев Covid-19 
4903,Количество выздоровевших от COVID-19 москвичей увеличивается \n 
4904,"Около 15% граждан, переболевших COVID-19 в тяжелой форме, могут вновь заразиться коронавирусом из-за особенностей иммунитета. \n\n "
4905,Детская вакцина от COVID-19 будет готова весной — Гинцбург\n\n 
4906,"ФМБА завершило первый этап доклинических испытаний вакцины от COVID-19\n\n #рф, #Россия "
4907,Для ваших фейковых новостей ) 
4908, Режим обязательной самоизоляции для отдельных категорий граждан в Югре продлен до 23 августа включительно.\n\n#стопкоронавирус #здоровьевприоритете #covid19 #профилактика #здоровье86 
4909,"Ученные в США утверждают, что COVID-19 имеет лабораторное происхождение"
4910,"Корреспондент ОрелТаймс Евгений Кузнецов примет участие в розыгрыше денежных призов между привитыми от коронавируса. Он рассчитывает получить 100 тыс. рублей. В России будет запущена программа поощрения граждан, прошедших вакцинацию против новой корона...\n "
4911,"#УГРОЗЫ Работа с молодёжью провалена. Есть отдельные позитивные примеры - проект «Сириус», #Юнармия, Авангард, Волонтёры России, - но это лишь исключения, подтверждающие правило. Молодёжь брошена, а локаут от COVID-19 и вовсе оставил её наедине с гаджетами "
4912,"Татьяна Голикова объяснила, сколько нужно не пить до и после вакцинации от COVID-19 \n\n "
4913,"Директор центра «Вектор» Ринат Максютов заявил, что значимых изменений в штамме COVID-19 в России не выявлено, повышенной угрозы для человечества нет.\n\nПо его словам, в целом изменения COVID-19 очень ограничены.\n\n "
4914,"account has been withheld in Portugal, Finland, Sweden, Ireland, Slovenia, Czech Republic, Poland, Slovakia, Hungary, Italy, Malta, Germany, Greece, Romania, Netherlands, Bulgaria, Austria, Luxembourg, Latvia, Denmark, Lithuania, Croatia, Estonia, Cyprus, France, Spain, Belgium in response to a legal demand. Learn more."
4915,За 40 баранов отвечают 6 чабанов. Как будем готовиться к третьей волне COVID-19 
4916,"Вакцины нет, но вы держитесь: Когда украинцев начнут прививать от COVID-19\n "
4917,Насос СЕРгей заработал быстрее... 
4918,"В Израиле 13 человек получили паралич лица после вакцинации от COVID-19\n\n #RussiaToday #Россия, #Новости #Россия "
4919,"Поэтому если хоть один ""воин"" подцепит коронавирус - вся рота (30-110 чел.) будет заражена в течении суток. \nCOVID-19 срочник может подцепить от контрактников, офицеров и гражданского персонала т.к. у них есть свобода передвижения. Маски в большинстве частях никто не носит."
4920,"А не хочет ли РТ публиковать данные и по другим болезням? Пневмония , туберкулёз.... А то такое впечатление что кроме ковид больше нет болезней"
4921,Декабрь стал месяцем с самым большим числом жертв COVID-19 в мире. 
4922,"Если Россия признает ВОЗ, платит взносы, следует ее рекомендациям, то она должна в первую очередь признавать те вакцины, которые одобрены ВОЗ, или выйти из этой организации.А то статистику мы ведём по рекомендациям ВОЗ, а колемся вакциной, которую не признают,нужен выбор #COVID19"
4923,Викторианам разрешили принимать дома до ста гостей. Это чтобы у вас было представление о размерах домов обычных австралийцев 
4924,Зять после отпуска приболел. Но работать надо. Поехал в командировку. Вернулся совсем плохой. #COVID19 \nСкорая. Больница. Реанимация. Морг.
4925,"- он практически никого не затрагивает..\n\nТрамп о коронавирусе, который убил уже 200.000 американцев.. "
4926,Российские ученые создали высокоэффективный препарат от COVID-19 
4927,Минздрав внес прививку от COVID-19 в календарь профилактических вакцинаций и в нашей стране началась широкая вакцинация от COVID-19.\n#СоюзМаш #СоюзМашТула 
4928,"Новое исследование показало, что преддиабет можно обратить вспять\n по причине распространения вируса показала, что COVID-19 наиболее опасен для больных сахарным диабетом 2 типа. Если этого заболевания не было до коронавируса, то есть большая в... "
4929,На границе Украины с Крымом установят пункты экспресс-тестирования на COVID-19\n 
4930,Меньше 1%.\nКакая же это эффективность факцин ?\nЭто же просто позор и обман. 
4931,ВОЗ заметила улучшение ситуации с коронавирусом в Европе\n\n #ВОЗ #китайскийкоронавирус #коронавирус #коронавирус2019nCoV #коронавирусCovid19 #коронавирусSARSCoV2 #коронавирусвЕвропе #ХансКлюге\n\n 
4932,"В Москве темп прироста новых случаев COVID-19 за 2 недели составил 0,27% "
4933,"Создатель ""Спутник V"": через 8 месяцев после прививки мой иммунитет к коронавирусу стал еще крепче\n\nАлександр Гинцбург рассказал и об отличиях различных вакцин от COVID-19 "
4934,COVID-19 и СОПУТСТВУЮЩИЕ НАРУШЕНИЯ ЗДОРОВЬЯ\n\nПодробнее см.: #легкие #печень #мозг #микробиота #ковид19 #цитокиновыйшторм #дисбиоз #ангиотензинпревращающийфермент2 #коронавирус 
4935,"Количество пациентов с COVID-19 в интесивной терапии клиник в Вене . \n на 100000 непривитых\n на 100000 привитых\nРазбивка по календарным неделям и возрастным группам.\nА сказки, про ""так же болеют"" оставьте для своих конспирологических групп. "
4936,"СТОП-ХАСИД Мэр Умани в спальном мешке, с карематом,стулом и негат.тестом на Covid-19 сутки прождал Зеленского под ОП.Респект,я считаю,мэру Он хочет,чтобы президент запретил Рош ха-Шан в Умани в этом году. Его поддерживают "
4937,"За последние сутки было сделано 7621 тестов, зафиксировано 453 новых случаев заболевания, 2 человека умерло (в возрасте от 75 до 80 и в возрасте от 65 до 70 лет). Соотношение позитивных случаев к количеству тестов – 5,9%\nВсего в Латвии заболело 8848 человек, вылечилось – 1471 "
4938,"Бельгия 5 августа. Прирост новых случаев #COVID19 вырос на 58% по сравнению с предыдущей неделей в среднем 535,4 в день с 26.07 по 1.08.За вчера 334 выявленных фактов инфекции.За 3 августа 2 умерших.Госпитализированы 18.В больницах 265,в реанимации 63,на ИВЛ 30. Выписаны 41."
4939,Названа причина молчания КНДР на предложение США по борьбе с COVID-19 
4940,«Лечить нужно сразу»: чем отличаются ранние симптомы COVID-19 от похмелья.\nПодробнее: depositphotos 
4941,Рада на следующей неделе уходит на карантин из-за большого числа заболевших COVID-19 - нардеп 
4942,Эксперт оценил ситуацию с COVID-19 в Калининградской области 
4943,Есть пара-тройка человек которые знают ответы... 
4944,"Сегодня, 22 июля 2021 года, в Тульской области подтверждены 147 новых случаев заболевания COVID-19 за сутки. Выписаны по выздоровлению 60 человек.\n\n Подробнее: "
4945," Какие вопросы здравоохранения волнуют якутян?\n\n Самым актуальным оказался вопрос о реабилитации после коронавируса, вторым по популярности - массовая вакцинация населения от COVID-19 и третий - как пройти обучение на курсах медработника, медрегистратора и санитара. "
4946,"Сейчас в России 916,713 больных COVID-19.\n\nСкоро будет миллион одновременно болеющих.\n\nСледить за успехами страны с лучшей в мире вакциной в борьбе с коронавирусом можно здесь:\n "
4947,Вторая волна COVID-19 в Тюменской области вышла на плато 
4948,К О Н Ц Л А Г Е Р Я\n\nподвезли\n\nохуенный таймлайн 
4949,New post (Сколько новых случаев Covid-19 в Украине. Данные на 27 марта) has been published on Новости Украины России и мира сегодня - 
4950,Дорогие наши читатели! \nНапоминаем Вам о правилах пользования библиотекой в период борьбы с COVID-19\nПодробнее на нашем сайте: \n#pplib #нашеподмосковье #библиотекиподмосковья #КультураМО #ппиновости #любимыйпавловскийпосад #наработу #коронавирус 
4951,Посмотри это видео:\nСОБРАНИЕ ЖУРНАЛИСТОВ.\n5.01.2020\n#СОБРАНИЕ #COVID19 #МИР\n#WORLD #ЖУРНАЛИСТИКА 
4952,Америкийн ерөнхийлөгчийн сонгуулийн мэтгэлцээн цуцлагдаж байсан шиг л юм болж \n\n 
4953,"Covid-19 в Украине, данные МОЗ на 26.09:\n\n+3833 новых случая, 195 504 всего (рекорд, +2%, вчера +1.9%);\n\n+76 смертей, 3903 всего (+2%, вчера +1.9%);\n\n+1740 выздоровлений, 86 873 всего (+2%, вчера +2%);\n\n+33 273 ПЦР-тестов (рекорд, 27 497 вчера, 2 189 926 всего). "
4954,"как сказать ""bota"" по-русски? "
4955,В США число инфицированных COVID-19 с начала пандемии превысило 25 млн\n\n 
4956,Как используя COVID-19 людей превратят в подконтрольных апокалиптических зомби #мировоеправительство #преступление #власть #ДНК #вакцинация #вакцина #Новыймировойпорядок
4957,"В ВОЗ уточнили, сколько дней переболевшие COVID-19 остаются заразными: "
4958,"Все эти вирусы имеют феномен ADE или увеличение вирусной злокачественности после вакцинации. Другие результаты эмпирических данных свидетельствуют о том, что COVID-19 не только поражает слизистую оболочку или слизистые оболочки полостей тела, но и проникает через лейкоциты или .. "
4959,Врач Коммунарки описал типичного госпитализированного пациента с COVID-19\n 
4960,Роспотребнадзор: классы и детсадовские группы не будут закрывать на карантин из-за одного ребенка с COVID-19 
4961,Уважаемые казахстанцы!\nНа акции протеста допускаются только лица с QR-кодом о проведённой вакцинации от COVID-19 или с отрицательным ПЦР-тестом на руках. Обязательно всем быть в масках и соблюдать социальную дистанцию.
4962,Е сад стварно 
4963,Мурашко: Регионы с отступающим COVID-19 должны направить мобильные медкомплексы в отдаленные территории 
4964,"Роспотребнадзор отменил карантин для людей, контактировавших с больными COVID-19\n___\n\nВопрос из зала:\nгде можно компенсацию получить жертвам вашего ковидного концлагеря?\n\n#best"
4965, 11 ноября шерпа России в @username С.Рябков принял участие в X Совещании министров здравоохранения стран #БРИКС.\n\nОбсудили текущую ситуацию с пандемией #COVID19 в странах «пятерки» и возможные совместные шаги по преодолению кризиса.\n\n 
4966,ВОЗ: Спасибо России за вакцину от Covid-19 — она безопасна и эффективна 
4967,"Срок превращения Биологического Объекта COVID-19 во что-то другое зависит от того, кто и как с ним работает в Семеричной планетарной Системе Земли!!"
4968,И хули вы потом ноете за антиковидные меры и несоблюдение масочного режима? #covid19приходи #Кулемзин #Донецк 
4969,"Меры профилактики COVID-19 продолжат действовать в Москве после завершения нерабочих дней: Горожане, которые входят в эти социальные группы, не прошли вакцинацию и не болели COVID-19 в последние шесть месяцев, обязаны соблюдать домашний режим."
4970, #Захарова: В целях помощи Узбекистану в борьбе с пандемией коронавирусной инфекции российской стороной на безвозмездной основе передано более наборов тест-систем российского производства для диагностики #COVID19. \n\n #РоссияПомогает 
4971,"Власти надеются, что Петербург вышел на плато по заболеваемости COVID-19 "
4972,Худрука «Соверменника» Рыжакова госпитализировали с COVID-19 
4973,В Великобритании карантин по COVID-19 введен до середины февраля 
4974,В России за сутки выявлено свыше 23 тысяч новых случаев заболевания COVID-19 и 481 летальный исход - 
4975,ЕИБ разрешил Грузии переадресовать 100 млн евро целевого кредита на борьбу с COVID-19 
4976,"Вирусолог назвал устойчивых к коронавирусу COVID-19 людей том, кто может не заразиться COVID-19, рассказал заведующий лабораторией пролиферации клеток Института молекулярной биологии имени В. А. Энгельгардта РАН Петр Чумаков. По его словам, от корона... "
4977," #ВОЗ не имеет доказательств того, что новый #штамм коронавируса #COVID19 усиливает тяжесть течения заболевания.\n\n "
4978,"Опрос интернациональный, без привязки к конкретной вакцине.\nВаше отношение к вакцинации COVID-19"
4979,"RU.Официально Росия под ударом Омикрона- пандемии COVID19, в сутки рекорд-125836 инфицированых, скончались 663(1254-рекорд) \n "
4980,"COVID-19 в Грузии: +740 инфицированных, +496 выздоровевших #Covid-19 #статистика "
4981,В Иванове при тестировании пассажиров COVID-19 выявили на каждой остановке 
4982,Тест на COVID-19 и самодекларация о здоровье - в посольстве Беларуси разъяснили правила въезда в РФ\n\n 
4983,"Covid-19 халдвар авч эдгэрсэн 240к орчим хүнийг 6 сарын дараа судлаж үзэхэд 3 хүн тутмын нэгд нь ямар нэг мэдрэл, сэтгэцийн өөрчлөлтүүд гарсан байгаа нь тогтоогдсон байна. Цус харвалт мэт ноцтой case ч байгаа гэнэ. Яаж ийж байгаад халдвар авахгүй байх нь л чухал байна."
4984,"График, выпущенный СDC, наглядно показывает, что толку от локдаунов не очень много. Про вред не писал только ленивый. "
4985,COVID-19 стал основной причиной прироста смертности в России за полгода\n\n 
4986,"Утренний дайджест ""Тульских новостей"": без вакцинации - без работы, обжалование решения по мене Центрального стадиона, высокий рост заболеваемости COVID-19\n \n\nВы могли пропустить это накануне. ""Тульские новости"" рассказывают о самом интересном ... #Тула #ТН "
4987,Ученые предупредили о риске деменции из-за осложнений COVID-19\n 
4988,"Появились симптомы COVID-19 - «Стоять в очередях в больнице не надо», говорит Степанов разъяснил алгоритм обращения за медицинской помощью в случае появления симптомов коронавируса "
4989,В одном из ДК Воронежа открывают центр осмотра заболевших с подозрением на COVID-19 
4990,"account has been withheld in Portugal, Finland, Sweden, Ireland, Slovenia, Czech Republic, Poland, Slovakia, Hungary, Italy, Malta, Germany, Greece, Romania, Netherlands, Bulgaria, Austria, Luxembourg, Latvia, United Kingdom, Denmark, Lithuania, Croatia, Estonia, Cyprus, France, Spain, Belgium in response to a legal demand. Learn more."
4991,а ведь могли бы и на трипер 
4992,"В Хабаровском крае выявили коронавирусную инфекцию у 19 672-х человек\n\nЗа сутки диагноз китайской инфекции COVID-19 подтверждён у 270 — ти граждан, сообщает Транссибинфо со ссылкой на сайт Стопкоронавирус.рф.\n "
4993,Ученые назвали порядок проявления первых симптомов COVID-19\n\n 
4994,Новость: Областной лабцентр в Запорожье завышает количество положительных тестов на COVID-19 для получения большего 
4995,"Более 43 тыс. флаконов препарата &amp;#34;Ремдесивир&amp;#34; для лечения COVID-19 прибыли в Украину, - Минздрав "
4996,"Выписанный после лечения от COVID-19 из 15-й горбольницы петербуржец умер непосредственно после выписки.\nПо дороге домой он начал задыхаться и скончался до прибытия скорой.\n\nСамая передовая в мире, эталонная российская медицина."
4997,"В Румынии при пожаре в больнице для пациентов с COVID-19 погибли люди. По предварительной информации, причиной пожара в Пьятра-Нямце могло стать короткое замыкание в палате интенсивной терапии.\n #погибшие"
4998,Медики Минобороны создали в Курганской области центр поддержки пациентов с COVID-19 
4999,В Нигерии наступил голод на фоне COVID-19 
5000,В Мангистау не зарегистрировано ни одного случая Covid-19\n\nЗа минувшие сутки в регионе не зарегистрировали ни одного положительного ПЦР-теста. Об этом сообщает МВК РК. В стране за прошедшие сутки зарегистрировано 1351 новый случай забо...\n\n #inaktau 
5001,COVID-19 повышает риск Альцгеймера и Паркинсона 
5002,COVID-19 подтвердился еще у 198 жителей Кузбасса\n\n 
5003,В Нижегородской области за сутки 166 человек заразились COVID-19 \n\nВ Нижегородской области суточный прирост пациентов с диагнозом «коронавирус» ровняется 166. Всего за период пандемии заболевших теперь 31724. Об этом сообщается на сайте стопкоронавирус.рф.\n 
5004,думаю аналогичный график по инфарктам от прививок будет выглять получше. Но меня лично больше интересует вот такая картинка \n 
5005,"Врач пояснил, почему вакцинация от COVID-19 не должна стать обязательной "
5006,ЕСЛИ БИ НА 4ОМ МЕСТЕ ЗНАЧИТ СЕМЁРКА ВЫШЕ ЗНАЧИТ У БАНТАН ДВА АЛЬБОМА В ТОП4 АХУЕЕТЬ 
5007,"Инспекторы обнаружили в Петербурге 30 заведений, нарушивших антикоронавирусные требования\n\nКартинг, а в кафе-кальянной на Просвещения сотрудники ККИ выявили факт курения кальяна, хотя пока все это в северной столице запрещено.\n "
5008,Менее 80 новых случаев COVID-19 зарегистрировано в Югре за сутки 
5009,Турция введет новые ограничения из-за COVID-19\n\n 
5010,В ВСУ зарегистрировано еще два летальных случая от COVID-19 – командование Медсил\n 
5011,"12 585 новых случаев COVID-19 зафиксировано в Украине на 9 декабря 2020. В частности, заболели 654 ребенка и 682 медработника. Также за прошедшие сутки госпитализировано – 1 281 человек; ️летальных случаев - 276; выздоровело 14 554 человека\n\nУмирает много..."
5012,В Армении число жертв COVID-19 достигло 1 763\n 
5013,Дмитрий Разумков болен Covid-19\n 
5014,У #Hyojung (#OHMYGIRL) положительный тест на COVID-19 
5015,"Эти люди нам рассказывают про одну винтовку на троих. Лимит кислорода, сука. В мирное время"
5016,От COVID-19 скончалась еще одна жительница Пензенской области 
5017,"Губернатор Орловской области Андрей Клычков высказал сомнения насчёт отмены QR-кодов к Новому году. Об этом он заявил в прямом эфире в соцсетях 1 декабря. – QR-коды к Новому году сомневаюсь, что отменят, ну и масочный режим пока тоже не планируется, — ...\n "
5018, ️ ️ ️\n\nАвстрийские власти приостановили прививки вакциной от COVID-19 AstraZeneca в связи с расследованием смерти одного человека и заболевания другого после вакцинации
5019,"""В рай теперь попадут не все, как я обещал ранее - а только привитые от COVID-19 вакциной Спутник V!"" - заявил Путин россиянам."
5020,Эксперт из Японии предупредил о грядущих третьей и четвертой волнах COVID-19 
5021,"Зафиксировано первое заражение коронавирусом собаки в Англии\n территории Великобритании зарегистрирована первая официальная передача COVID-19 от человека к домашней собаке. У животного проявились только умеренные симптомы, а диагноз поставили методом... "
5022,"В Самарскую область привезли первую партию вакцины от COVID-19 для подростков. После прививки возможно небольшое повышение температуры, но освобождение от занятий в общеобразовательных учреждениях не предусмотрено.\n\n "
5023,Музыкальные фестивали Coachella и Stagecoach в США отменили из-за COVID-19
5024,В Пекине пройдут ещё три раунда массового тестирования на COVID-19\n\n 
5025,Прирост заболеваемости #COVID19 в Украине превысил 9 тыс.\nЗа сутки от коронавируса в стране скончалось 140 человек.
5026,В китайском городе ввели локдаун и военное положение из-за 120 случаев COVID-19 
5027,"Помните, Жуков, чтобы взять Берлин раньше американцев, положил почти миллион советских солдат? Вот так же и с вакциной от #COVID19 будет..."
5028,"""Оказывать еще большее давление на невакцинированных было бы в данный момент нецелесообразно"", - заявил глава Федеральной врачебной палаты Германии Клаус Райнхардт. Он против того, чтобы усиливать ограничения для непривитых от COVID-19 в Германии\n "
5029,В Арцахе выявлено 4 новых случая заражения COVID-19 через @username
